video_title,show_title,season_title,category,Brazil,France,Japan,Mexico,United_Kingdom,United_States
Spiderhead,Spiderhead,N/A,Films,1,1,1,1,1,1
Spiral: From the Book of Saw,Spiral: From the Book of Saw,N/A,Films,0,0,0,0,1,0
Spirit Chronicles: Season 1,Spirit Chronicles,Spirit Chronicles: Season 1,TV,0,0,1,0,0,0
Split,Split,N/A,Films,0,0,0,0,1,0
Spoiled Brats,Spoiled Brats,N/A,Films,1,0,0,1,0,0
SPRIGGAN: Season 1,SPRIGGAN,SPRIGGAN: Season 1,TV,0,0,1,0,0,0
SPY x FAMILY: Season 1,SPY x FAMILY,SPY x FAMILY: Season 1,TV,0,0,1,0,0,0
Squid Game: Season 1,Squid Game,Squid Game: Season 1,TV,1,1,1,1,1,1
St. Vincent,St. Vincent,N/A,Films,0,0,0,0,0,1
STAND BY ME Doraemon,STAND BY ME Doraemon,N/A,Films,0,0,1,0,0,0
STAND BY ME Doraemon 2,STAND BY ME Doraemon 2,N/A,Films,0,0,1,0,0,0
Standing Up: Season 1,Standing Up,Standing Up: Season 1,TV,0,1,0,0,0,0
Stay Close: Limited Series,Stay Close,Stay Close: Limited Series,TV,1,1,0,1,1,1
Stealth,Stealth,N/A,Films,0,1,1,0,0,0
Step Brothers,Step Brothers,N/A,Films,0,0,0,0,0,1
Stepmom,Stepmom,N/A,Films,0,0,0,1,0,0
Stigmatized Properties,Stigmatized Properties,N/A,Films,0,0,1,0,0,0
Storks,Storks,N/A,Films,0,0,0,0,1,0
Stranger Things,Stranger Things,N/A,TV,1,1,1,1,1,1
Stranger Things 2,Stranger Things,Stranger Things 2,TV,1,1,1,1,1,1
Stranger Things 3,Stranger Things,Stranger Things 3,TV,1,1,0,1,1,1
Stranger Things 4,Stranger Things,Stranger Things 4,TV,1,1,1,1,1,1
Stuck Together,Stuck Together,N/A,Films,1,1,0,1,0,0
Suicide Squad,Suicide Squad,N/A,Films,0,0,1,0,1,0
Summer Heat: Season 1,Summer Heat,Summer Heat: Season 1,TV,1,1,0,0,0,0
Summer Wars,Summer Wars,N/A,Films,0,0,1,0,0,0
Sunny: Our Hearts Beat Together,Sunny: Our Hearts Beat Together,N/A,Films,0,0,1,0,0,0
Super PupZ: Season 1,Super PupZ,Super PupZ: Season 1,TV,1,0,0,0,0,0
Superfly,Superfly,N/A,Films,1,0,0,0,0,0
Superstore: Season 6,Superstore,Superstore: Season 6,TV,0,0,0,0,1,0
Surviving Summer: Season 1,Surviving Summer,Surviving Summer: Season 1,TV,0,1,0,0,0,0
Sweet Girl,Sweet Girl,N/A,Films,1,1,1,1,1,1
Sweet Magnolias: Season 1,Sweet Magnolias,Sweet Magnolias: Season 1,TV,0,0,0,0,0,1
Sweet Magnolias: Season 2,Sweet Magnolias,Sweet Magnolias: Season 2,TV,1,1,0,1,1,1
Sweet Tooth: Season 1,Sweet Tooth,Sweet Tooth: Season 1,TV,1,1,0,0,1,1
Switch,Switch,N/A,Films,0,0,1,0,0,0
Sword Art Online the Movie: Ordinal Scale,Sword Art Online the Movie: Ordinal Scale,N/A,Films,0,0,1,0,0,0
Taboo: Season 1,Taboo,Taboo: Season 1,TV,1,0,0,1,1,0
Tadeo Jones 2: El secreto del Rey Midas,Tadeo Jones 2: El secreto del Rey Midas,N/A,Films,1,0,0,0,0,0
Taken 3,Taken 3,N/A,Films,0,1,0,0,0,0
Tall Girl 2,Tall Girl 2,N/A,Films,1,1,0,1,1,1
Talladega Nights: The Ballad of Ricky Bobby,Talladega Nights: The Ballad of Ricky Bobby,N/A,Films,0,0,0,0,0,1
Teenage Mutant Ninja Turtles 2,Teenage Mutant Ninja Turtles 2,N/A,Films,0,0,0,1,0,0
Teenage Mutant Ninja Turtles: Season 1,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles: Season 1,TV,0,0,0,0,0,1
Tenet,Tenet,N/A,Films,0,0,1,0,0,0
Term Life,Term Life,N/A,Films,1,0,0,0,0,0
Terminator 2: Judgment Day,Terminator 2: Judgment Day,N/A,Films,0,0,0,0,0,1
Texas Chainsaw Massacre,Texas Chainsaw Massacre,N/A,Films,1,1,1,1,1,1
That Time I Got Reincarnated as a Slime: Season 2,That Time I Got Reincarnated as a Slime,That Time I Got Reincarnated as a Slime: Season 2,TV,0,0,1,0,0,0
That's My Boy,That's My Boy,N/A,Films,0,0,0,0,0,1
The 100: Season 7,The 100,The 100: Season 7,TV,1,0,0,1,0,0
The 15:17 to Paris,The 15:17 to Paris,N/A,Films,0,1,0,0,0,0
The 2nd,The 2nd,N/A,Films,1,0,0,0,0,0
The 7 Lives of Lea: Limited Series,The 7 Lives of Lea,The 7 Lives of Lea: Limited Series,TV,0,1,0,0,0,0
The 8th Night,The 8th Night,N/A,Films,0,0,1,0,0,0
The Accountant,The Accountant,N/A,Films,0,0,0,0,1,0
The Adam Project,The Adam Project,N/A,Films,1,1,1,1,1,1
The Addams Family,The Addams Family,N/A,Films,0,0,0,1,1,0
The Adventures of Sharkboy and Lavagirl,The Adventures of Sharkboy and Lavagirl,N/A,Films,0,0,0,0,1,0
The Amazing Spider-Man,The Amazing Spider-Man,N/A,Films,0,1,0,0,1,1
The Amazing Spider-Man 2,The Amazing Spider-Man 2,N/A,Films,0,1,0,1,1,0
The Angry Birds Movie 2,The Angry Birds Movie 2,N/A,Films,0,0,0,0,1,0
The Baby-Sitters Club: Season 2,The Baby-Sitters Club,The Baby-Sitters Club: Season 2,TV,0,0,0,0,1,0
The Bad Education Movie,The Bad Education Movie,N/A,Films,0,0,0,0,1,0
The Baytown Outlaws,The Baytown Outlaws,N/A,Films,1,0,0,0,0,0
The Beauty Queen of Jerusalem: Season 1,The Beauty Queen of Jerusalem,The Beauty Queen of Jerusalem: Season 1,TV,0,1,0,0,0,0
The Best of Enemies,The Best of Enemies,N/A,Films,0,0,0,0,0,1
The Blacklist: Season 7,The Blacklist,The Blacklist: Season 7,TV,0,1,0,0,0,0
The Blacklist: Season 8,The Blacklist,The Blacklist: Season 8,TV,1,0,1,0,0,1
The Blind Side,The Blind Side,N/A,Films,0,0,0,0,1,1
The Blood of Wolves,The Blood of Wolves,N/A,Films,0,0,1,0,0,0
The Bombardment,The Bombardment,N/A,Films,1,1,0,1,0,0
The Boss Baby: Back in the Crib: Season 1,The Boss Baby: Back in the Crib,The Boss Baby: Back in the Crib: Season 1,TV,0,0,0,1,0,1
The Boy and the Beast,The Boy and the Beast,N/A,Films,0,0,1,0,0,0
The Bubble,The Bubble,N/A,Films,0,1,0,0,1,1
The Bureau of Magical Things: Season 1,The Bureau of Magical Things,The Bureau of Magical Things: Season 1,TV,0,0,0,0,0,1
The Call,The Call,N/A,Films,0,0,0,0,0,1
The Cave,The Cave,N/A,Films,0,0,1,0,0,0
The Chair: Season 1,The Chair,The Chair: Season 1,TV,0,0,0,0,1,1
The Chestnut Man: Season 1,The Chestnut Man,The Chestnut Man: Season 1,TV,1,1,0,1,1,0
The Christmas Chronicles,The Christmas Chronicles,N/A,Films,0,0,0,0,1,1
The Christmas Chronicles: Part Two,The Christmas Chronicles: Part Two,N/A,Films,0,0,0,0,1,1
The Chronicles of Riddick,The Chronicles of Riddick,N/A,Films,0,1,0,0,0,0
The Cinderella Addiction,The Cinderella Addiction,N/A,Films,0,0,1,0,0,0
The Circle: Season 3,The Circle,The Circle: Season 3,TV,0,0,0,0,0,1
The Circle: Season 4,The Circle,The Circle: Season 4,TV,0,0,0,0,1,1
The Clovehitch Killer,The Clovehitch Killer,N/A,Films,1,0,0,1,0,0
The Conductor,The Conductor,N/A,Films,0,0,0,1,0,0
The Conjuring: The Devil Made Me Do It,The Conjuring: The Devil Made Me Do It,N/A,Films,0,0,1,0,0,0
The Cook of Castamar: Season 1,The Cook of Castamar,The Cook of Castamar: Season 1,TV,1,1,0,1,1,1
The Craft: Legacy,The Craft: Legacy,N/A,Films,0,0,0,0,1,0
The Craigslist Killer,The Craigslist Killer,N/A,Films,0,0,0,0,1,0
THE CRAZIES,THE CRAZIES,N/A,Films,1,0,0,0,0,0
The Creature Cases: Chapter 1,The Creature Cases,The Creature Cases: Chapter 1,TV,0,1,0,0,0,0
The Croods,The Croods,N/A,Films,1,1,0,1,0,0
The Crowned Clown,The Crowned Clown,N/A,TV,0,0,1,0,0,0
The Cuphead Show!: Season 1,The Cuphead Show!,The Cuphead Show!: Season 1,TV,0,0,0,1,1,1
The Curse of La Llorona,The Curse of La Llorona,N/A,Films,0,1,0,0,0,0
The Cursed,The Cursed,N/A,TV,0,0,1,0,0,0
The Dead Don't Die,The Dead Don't Die,N/A,Films,1,1,0,1,0,0
The Deceived: Series 1,The Deceived,The Deceived: Series 1,TV,0,0,0,0,1,0
The Deep End of the Ocean,The Deep End of the Ocean,N/A,Films,0,1,0,0,1,0
The Defeated: Season 1,The Defeated,The Defeated: Season 1,TV,0,0,0,0,1,0
The Departed,The Departed,N/A,Films,0,0,0,0,1,0
The Divine Fury,The Divine Fury,N/A,Films,0,0,1,0,0,0
The Door into Summer,The Door into Summer,N/A,Films,0,0,1,0,0,0
The DUFF,The DUFF,N/A,Films,0,0,0,0,0,1
The Emoji Movie,The Emoji Movie,N/A,Films,0,0,0,1,1,0
The Equalizer,The Equalizer,N/A,Films,0,1,0,0,0,0
The Equalizer 2,The Equalizer 2,N/A,Films,1,1,0,1,0,0
The Expendables 3,The Expendables 3,N/A,Films,1,0,0,0,0,0
THE FABLE,THE FABLE,N/A,Films,0,0,1,0,0,0
THE FABLE: The Killer Who Doesn't Kill,THE FABLE: The Killer Who Doesn't Kill,N/A,Films,0,0,1,0,0,0
The Family That Sings Together: The Camargos: Season 1,The Family That Sings Together: The Camargos,The Family That Sings Together: The Camargos: Season 1,TV,1,0,0,0,0,0
The Father Who Moves Mountains,The Father Who Moves Mountains,N/A,Films,1,0,0,1,0,1
The First Purge,The First Purge,N/A,Films,0,1,1,0,0,0
The Five Juanas: Season 1,The Five Juanas,The Five Juanas: Season 1,TV,1,1,0,1,0,1
The Flash: Season 6,The Flash,The Flash: Season 6,TV,0,1,0,0,0,0
The Flash: Season 7,The Flash,The Flash: Season 7,TV,1,0,0,0,0,1
The Forgotten Battle,The Forgotten Battle,N/A,Films,1,1,1,1,1,1
The Game,The Game,N/A,Films,0,1,1,0,0,0
"The Gangster, The Cop, The Devil","The Gangster, The Cop, The Devil",N/A,Films,0,0,1,0,0,0
The Gateway,The Gateway,N/A,Films,1,0,0,0,0,0
The General's Daughter,The General's Daughter,N/A,Films,0,0,0,0,0,1
The Gentlemen,The Gentlemen,N/A,Films,0,0,0,0,1,1
The Girl from Oslo: Season 1,The Girl from Oslo,The Girl from Oslo: Season 1,TV,0,1,0,0,0,0
The Girl in the Spider's Web,The Girl in the Spider's Web,N/A,Films,1,0,0,1,0,0
The Girl Next Door,The Girl Next Door,N/A,Films,0,0,0,0,1,0
The Girl Who Leapt Through Time,The Girl Who Leapt Through Time,N/A,Films,0,0,1,0,0,0
The Girl with the Dragon Tattoo,The Girl with the Dragon Tattoo,N/A,Films,0,0,0,0,1,0
The God Committee,The God Committee,N/A,Films,0,0,0,0,0,1
The Good Doctor: Season 1,The Good Doctor,The Good Doctor: Season 1,TV,0,1,1,0,0,0
The Good Doctor: Season 2,The Good Doctor,The Good Doctor: Season 2,TV,0,1,0,0,0,0
The Good Liar,The Good Liar,N/A,Films,0,0,0,0,1,0
The Great Raid,The Great Raid,N/A,Films,0,1,0,0,0,0
The Great Robbery of Brazil's Central Bank: Season 1,The Great Robbery of Brazil's Central Bank,The Great Robbery of Brazil's Central Bank: Season 1,TV,1,0,0,0,0,0
The Great War of Archimedes,The Great War of Archimedes,N/A,Films,0,0,1,0,0,0
The Green Mile,The Green Mile,N/A,Films,0,0,0,0,0,1
The Guide to the Perfect Family,The Guide to the Perfect Family,N/A,Films,0,0,0,1,0,0
The Guilty,The Guilty,N/A,Films,1,1,1,1,1,1
The Hangover,The Hangover,N/A,Films,0,0,0,0,0,1
The Hangover: Part III,The Hangover: Part III,N/A,Films,0,0,0,1,0,0
The Harder They Fall,The Harder They Fall,N/A,Films,1,1,1,1,1,1
The Heartbreak Kid,The Heartbreak Kid,N/A,Films,0,0,0,0,1,0
The Hobbit: An Unexpected Journey,The Hobbit: An Unexpected Journey,N/A,Films,0,1,0,0,1,0
The Hobbit: The Battle of the Five Armies,The Hobbit: The Battle of the Five Armies,N/A,Films,0,0,0,0,1,0
The Hobbit: The Desolation of Smaug,The Hobbit: The Desolation of Smaug,N/A,Films,0,1,0,0,1,0
The Holiday,The Holiday,N/A,Films,0,0,0,0,1,1
The Hook Up Plan: Season 3,The Hook Up Plan,The Hook Up Plan: Season 3,TV,0,1,0,0,0,0
The House,The House,N/A,Films,0,0,0,1,0,0
The House of Flowers: The Movie,The House of Flowers: The Movie,N/A,Films,0,0,0,1,0,0
The House with a Clock in Its Walls,The House with a Clock in Its Walls,N/A,Films,0,1,0,0,0,0
The Hunt,The Hunt,N/A,Films,0,0,0,0,1,0
The Huntsman: Winter's War,The Huntsman: Winter's War,N/A,Films,1,0,0,0,0,0
The Hurt Locker,The Hurt Locker,N/A,Films,0,0,0,0,0,1
The Ice Road,The Ice Road,N/A,Films,0,0,0,1,0,1
The In Between,The In Between,N/A,Films,1,1,1,1,1,0
The Informer,The Informer,N/A,Films,0,0,0,0,1,0
The Inhabitant,The Inhabitant,N/A,Films,0,0,0,1,0,0
The Intern,The Intern,N/A,Films,0,0,0,1,0,0
The Interpreter,The Interpreter,N/A,Films,0,0,1,0,0,0
The Intruder,The Intruder,N/A,Films,1,0,0,1,0,0
The Invasion,The Invasion,N/A,Films,0,1,0,0,0,0
The Invisible Man,The Invisible Man,N/A,Films,0,0,1,0,1,0
The Island,The Island,N/A,Films,0,0,0,0,1,0
The Italian Job,The Italian Job,N/A,Films,0,1,0,0,0,0
The Journalist: Season 1,The Journalist,The Journalist: Season 1,TV,0,0,1,0,0,0
The Karate Kid,The Karate Kid,N/A,Films,0,0,0,0,1,1
The Kill Team,The Kill Team,N/A,Films,0,0,0,0,1,0
The King of Staten Island,The King of Staten Island,N/A,Films,0,0,0,0,1,0
The King's Affection: Season 1,The King's Affection,The King's Affection: Season 1,TV,1,0,1,1,0,0
The Kissing Booth 3,The Kissing Booth 3,N/A,Films,1,1,1,1,1,1
The Kitchen,The Kitchen,N/A,Films,0,0,0,0,1,0
The Last House on the Left,The Last House on the Left,N/A,Films,0,1,0,0,0,0
The Last Kingdom: Season 1,The Last Kingdom,The Last Kingdom: Season 1,TV,0,1,0,0,0,1
The Last Kingdom: Season 5,The Last Kingdom,The Last Kingdom: Season 5,TV,1,1,0,1,1,1
The Last Letter From Your Lover,The Last Letter From Your Lover,N/A,Films,1,0,0,1,0,1
The Last Mercenary,The Last Mercenary,N/A,Films,1,1,0,1,0,1
The Ledge,The Ledge,N/A,Films,0,0,0,0,1,0
The Legend of Black Snake,The Legend of Black Snake,N/A,Films,0,1,0,0,0,0
The Legend of Tarzan,The Legend of Tarzan,N/A,Films,0,0,0,0,1,0
The Lego Batman Movie,The Lego Batman Movie,N/A,Films,0,0,0,0,1,0
The LEGO Movie 2: The Second Part,The LEGO Movie 2: The Second Part,N/A,Films,0,1,0,0,1,0
The Lincoln Lawyer: Season 1,The Lincoln Lawyer,The Lincoln Lawyer: Season 1,TV,1,1,0,1,1,1
The Little Things,The Little Things,N/A,Films,0,0,1,0,0,0
The Longest Yard,The Longest Yard,N/A,Films,0,0,0,0,0,1
The Losers,The Losers,N/A,Films,0,0,0,0,0,1
The Lost Daughter,The Lost Daughter,N/A,Films,1,1,0,1,1,1
The Loud House Movie,The Loud House Movie,N/A,Films,0,1,0,1,1,1
The Lovely Bones,The Lovely Bones,N/A,Films,0,0,0,1,0,0
The Lucky One,The Lucky One,N/A,Films,0,0,0,0,0,1
The Magnificent Seven,The Magnificent Seven,N/A,Films,0,1,0,0,1,0
The Man from Toronto,The Man from Toronto,N/A,Films,1,1,1,1,1,1
The Marked Heart: Season 1,The Marked Heart,The Marked Heart: Season 1,TV,1,1,0,1,1,1
The Marksman,The Marksman,N/A,Films,0,0,0,1,0,0
The Mask,The Mask,N/A,Films,1,0,0,1,0,0
The Master Plan,The Master Plan,N/A,Films,0,0,1,0,0,0
The Matrix,The Matrix,N/A,Films,0,0,1,0,1,0
The Matrix Reloaded,The Matrix Reloaded,N/A,Films,0,0,1,0,1,0
The Meg,The Meg,N/A,Films,0,1,0,0,0,0
The Method of Repulsing the Dove,The Method of Repulsing the Dove,N/A,Films,0,0,1,0,0,0
The Missing,The Missing,N/A,Films,0,1,0,0,0,0
The Missing: Season 1,The Missing,The Missing: Season 1,TV,0,0,0,0,1,0
The Missing: Season 2,The Missing,The Missing: Season 2,TV,0,0,0,0,1,0
The Mist,The Mist,N/A,Films,0,1,0,0,0,1
The Mitchells vs. The Machines,The Mitchells vs. The Machines,N/A,Films,0,0,0,0,0,1
The Mule,The Mule,N/A,Films,0,1,0,0,1,0
The Mustang,The Mustang,N/A,Films,1,0,0,1,0,0
The Mystery of Marilyn Monroe: The Unheard Tapes,The Mystery of Marilyn Monroe: The Unheard Tapes,N/A,Films,1,0,0,0,1,1
The Naked Director: Season 1,The Naked Director,The Naked Director: Season 1,TV,0,0,1,0,0,0
The Naked Director: Season 2,The Naked Director,The Naked Director: Season 2,TV,0,0,1,0,0,0
The Negotiation,The Negotiation,N/A,Films,0,0,1,0,0,0
The Net,The Net,N/A,Films,0,0,0,0,0,1
The Next Three Days,The Next Three Days,N/A,Films,0,0,0,0,1,0
The Night Beyond the Tricornered Window,The Night Beyond the Tricornered Window,N/A,Films,0,0,1,0,0,0
The November Man,The November Man,N/A,Films,0,0,0,0,0,1
The Nun,The Nun,N/A,Films,0,1,0,0,0,0
The Old Ways,The Old Ways,N/A,Films,0,0,0,1,0,1
The Other Guys,The Other Guys,N/A,Films,0,0,0,0,0,1
The Outlaws,The Outlaws,N/A,Films,0,0,1,0,0,0
The Outpost,The Outpost,N/A,Films,1,0,0,1,0,0
The Outsider,The Outsider,N/A,Films,0,0,1,0,0,0
The Paedophile Hunter,The Paedophile Hunter,N/A,Films,0,0,0,0,1,0
The Paper Tigers,The Paper Tigers,N/A,Films,0,0,0,0,0,1
The Patriot,The Patriot,N/A,Films,0,1,0,0,0,0
The Peacemaker,The Peacemaker,N/A,Films,0,0,0,0,1,0
The Perfect Family,The Perfect Family,N/A,Films,1,1,0,1,0,0
The Perfect Mother: Season 1,The Perfect Mother,The Perfect Mother: Season 1,TV,0,0,0,1,0,0
The Pirates: The Last Royal Treasure,The Pirates: The Last Royal Treasure,N/A,Films,1,1,1,0,0,0
The Platform,The Platform,N/A,Films,0,0,1,0,0,0
The Possession of Hannah Grace,The Possession of Hannah Grace,N/A,Films,1,0,0,1,0,0
The Postcard Killings,The Postcard Killings,N/A,Films,0,0,0,1,0,0
The Power of the Dog,The Power of the Dog,N/A,Films,1,1,0,1,1,1
The Prince & Me,The Prince & Me,N/A,Films,0,0,0,1,0,0
The Princess Switch 3: Romancing the Star,The Princess Switch 3: Romancing the Star,N/A,Films,1,1,0,1,1,1
The Privilege,The Privilege,N/A,Films,1,1,1,1,1,0
The Promised Neverland: Season 2,The Promised Neverland,The Promised Neverland: Season 2,TV,0,0,1,0,0,0
The Punisher,The Punisher,N/A,Films,0,1,1,0,0,0
The Puppet Master: Hunting the Ultimate Conman: Season 1,The Puppet Master: Hunting the Ultimate Conman,The Puppet Master: Hunting the Ultimate Conman: Season 1,TV,0,0,0,0,1,0
The Queen of Flow: Season 1,The Queen of Flow,The Queen of Flow: Season 1,TV,0,1,0,1,0,0
The Queen of Flow: Season 2,The Queen of Flow,The Queen of Flow: Season 2,TV,0,1,0,1,0,1
The Rhythm Section,The Rhythm Section,N/A,Films,1,0,0,0,0,0
The Rising of the Shield Hero: Season 1,The Rising of the Shield Hero,The Rising of the Shield Hero: Season 1,TV,0,0,1,0,0,0
The Rite,The Rite,N/A,Films,0,0,0,1,0,0
The Room,The Room,N/A,Films,0,0,0,1,0,0
The Royal Treatment,The Royal Treatment,N/A,Films,1,1,1,1,1,1
The Royals: Season 1,The Royals,The Royals: Season 1,TV,0,1,0,0,1,0
The Rundown,The Rundown,N/A,Films,0,1,0,0,0,0
The Salisbury Poisonings: Season 1,The Salisbury Poisonings,The Salisbury Poisonings: Season 1,TV,0,0,0,0,1,0
The Salvation,The Salvation,N/A,Films,1,0,0,0,0,0
The Secret Diary of an Exchange Student,The Secret Diary of an Exchange Student,N/A,Films,1,0,0,0,0,0
The Secret Life of My Secretary,The Secret Life of My Secretary,N/A,TV,0,0,1,0,0,0
The Secret Life of Pets,The Secret Life of Pets,N/A,Films,1,0,1,1,1,0
The Secret Life of Pets 2,The Secret Life of Pets 2,N/A,Films,1,0,1,1,0,0
The Secret: Season 1,The Secret,The Secret: Season 1,TV,0,0,0,0,1,0
The Serpent: Limited Series,The Serpent,The Serpent: Limited Series,TV,0,0,0,0,1,0
The Seven Deadly Sins: Cursed by Light,The Seven Deadly Sins: Cursed by Light,N/A,Films,1,0,1,0,0,0
The Seven Deadly Sins: Dragon's Judgement,The Seven Deadly Sins,The Seven Deadly Sins: Dragon's Judgement,TV,1,1,0,1,1,1
The Shack,The Shack,N/A,Films,0,0,0,0,1,1
The Shawshank Redemption,The Shawshank Redemption,N/A,Films,0,0,1,1,0,0
The Silencing,The Silencing,N/A,Films,0,0,0,0,1,0
The Silent Sea: Season 1,The Silent Sea,The Silent Sea: Season 1,TV,1,1,1,1,1,1
The Sinner: Season 3: Jamie,The Sinner,The Sinner: Season 3: Jamie,TV,0,1,0,0,0,0
The Sinner: Season 4: Percy,The Sinner,The Sinner: Season 4: Percy,TV,1,0,0,1,1,0
The Smurfs 2,The Smurfs 2,N/A,Films,0,0,0,0,1,0
The Snitch Cartel: Origins: Season 1,The Snitch Cartel: Origins,The Snitch Cartel: Origins: Season 1,TV,0,0,0,1,0,1
The Sound of Magic: Season 1,The Sound of Magic,The Sound of Magic: Season 1,TV,0,0,1,1,0,0
The Spy Gone North,The Spy Gone North,N/A,Films,0,0,1,0,0,0
The Staircase: Season 1,The Staircase,The Staircase: Season 1,TV,0,0,0,0,1,0
The Starling,The Starling,N/A,Films,1,1,0,1,1,1
The Stranger: Limited Series,The Stranger,The Stranger: Limited Series,TV,0,0,0,0,1,0
The Stronghold,The Stronghold,N/A,Films,1,0,0,1,0,0
The Suicide Squad,The Suicide Squad,N/A,Films,0,0,1,0,0,0
The Suicide Squad (Dubbed Version),The Suicide Squad (Dubbed Version),N/A,Films,0,0,1,0,0,0
The Sum of All Fears,The Sum of All Fears,N/A,Films,0,1,0,0,0,0
The Swarm,The Swarm,N/A,Films,1,0,0,1,0,0
The Takedown,The Takedown,N/A,Films,1,1,0,1,1,1
The Taming of the Shrewd,The Taming of the Shrewd,N/A,Films,1,1,0,1,0,0
The Thundermans: Season 1,The Thundermans,The Thundermans: Season 1,TV,0,0,0,0,0,1
The Thundermans: Season 2,The Thundermans,The Thundermans: Season 2,TV,0,0,0,0,0,1
The Tinder Swindler,The Tinder Swindler,N/A,Films,1,1,1,1,1,1
The Town,The Town,N/A,Films,0,0,0,0,0,1
The Town of Headcounts,The Town of Headcounts,N/A,Films,0,0,1,0,0,0
The Transporter,The Transporter,N/A,Films,0,1,0,0,0,0
The Transporter Refueled,The Transporter Refueled,N/A,Films,1,0,0,0,0,0
The Trip,The Trip,N/A,Films,1,0,0,1,0,1
The Turning,The Turning,N/A,Films,0,1,0,1,0,0
The Turning Point,The Turning Point,N/A,Films,1,0,0,0,0,0
The Twilight Saga: Breaking Dawn: Part 1,The Twilight Saga: Breaking Dawn: Part 1,N/A,Films,0,1,0,0,0,1
The Twilight Saga: Breaking Dawn: Part 2,The Twilight Saga: Breaking Dawn: Part 2,N/A,Films,0,1,0,0,0,1
The Twilight Saga: Eclipse,The Twilight Saga: Eclipse,N/A,Films,0,1,0,0,0,1
The Twilight Saga: New Moon,The Twilight Saga: New Moon,N/A,Films,0,1,0,0,0,1
The Ultimatum: Marry or Move On: Season 1,The Ultimatum: Marry or Move On,The Ultimatum: Marry or Move On: Season 1,TV,0,1,0,0,1,1
The Umbrella Academy: Season 1,The Umbrella Academy,The Umbrella Academy: Season 1,TV,1,1,0,1,1,1
The Umbrella Academy: Season 2,The Umbrella Academy,The Umbrella Academy: Season 2,TV,0,0,0,0,1,0
The Umbrella Academy: Season 3,The Umbrella Academy,The Umbrella Academy: Season 3,TV,1,1,0,1,1,1
The Unforgivable,The Unforgivable,N/A,Films,1,1,1,1,1,1
The UnXplained with William Shatner: Season 1,The UnXplained with William Shatner,The UnXplained with William Shatner: Season 1,TV,0,0,0,0,0,1
The Vanished,The Vanished,N/A,Films,0,1,0,0,0,0
The Vanishing,The Vanishing,N/A,Films,1,0,0,1,0,0
The Vault,The Vault,N/A,Films,0,0,0,1,0,1
The Voice of Sin,The Voice of Sin,N/A,Films,0,0,1,0,0,0
The Walking Dead: Season 10,The Walking Dead,The Walking Dead: Season 10,TV,0,1,0,0,0,1
The War Next-door: Season 1,The War Next-door,The War Next-door: Season 1,TV,0,0,0,1,0,0
The War Next-door: Season 2,The War Next-door,The War Next-door: Season 2,TV,0,0,0,1,0,0
The Wasteland,The Wasteland,N/A,Films,1,1,0,1,0,0
The Water Man,The Water Man,N/A,Films,1,1,0,1,0,1
The Way of the Househusband: Season 1,The Way of the Househusband,The Way of the Househusband: Season 1,TV,0,0,1,0,0,0
The Weekend Away,The Weekend Away,N/A,Films,1,1,1,1,1,1
The Whole Truth,The Whole Truth,N/A,Films,1,0,0,1,0,0
The Witcher: Nightmare of the Wolf,The Witcher: Nightmare of the Wolf,N/A,Films,1,1,0,0,1,1
The Witcher: Season 1,The Witcher,The Witcher: Season 1,TV,1,1,0,1,1,1
The Witcher: Season 2,The Witcher,The Witcher: Season 2,TV,1,1,1,1,1,1
The Witches,The Witches,N/A,Films,0,0,1,0,0,0
The Wolf's Call,The Wolf's Call,N/A,Films,0,1,0,0,0,0
The Woman in the House Across the Street from the Girl in the Window: Season 1,The Woman in the House Across the Street from the Girl in the Window,The Woman in the House Across the Street from the Girl in the Window: Season 1,TV,0,1,0,1,1,1
The Women,The Women,N/A,Films,0,0,0,0,1,0
The Wrath of God,The Wrath of God,N/A,Films,1,1,0,1,0,0
There's Someone Inside Your House,There's Someone Inside Your House,N/A,Films,1,1,0,1,1,1
Thermae Romae Novae: Season 1,Thermae Romae Novae,Thermae Romae Novae: Season 1,TV,0,0,1,0,0,0
Thirty-Nine: Season 1,Thirty-Nine,Thirty-Nine: Season 1,TV,0,0,1,0,0,0
This Is the End,This Is the End,N/A,Films,0,1,0,0,0,0
This Little Love of Mine,This Little Love of Mine,N/A,Films,1,0,0,0,0,0
Those Who Wish Me Dead,Those Who Wish Me Dead,N/A,Films,0,0,1,0,0,0
Through My Window,Through My Window,N/A,Films,1,1,0,1,1,1
Tides,Tides,N/A,Films,0,0,0,0,0,1
Tiger King 2,Tiger King,Tiger King 2,TV,0,0,0,0,1,1
Till Death,Till Death,N/A,Films,0,0,0,0,0,1
Titanic,Titanic,N/A,Films,0,0,0,0,0,1
Titans: Season 1,Titans,Titans: Season 1,TV,0,1,0,0,0,0
Titans: Season 3,Titans,Titans: Season 3,TV,1,1,0,1,1,0
Tô Ryca,Tô Ryca,N/A,Films,1,0,0,0,0,0
To the Lake: Season 1,To the Lake,To the Lake: Season 1,TV,0,1,0,0,0,0
Todos queremos a alguien,Todos queremos a alguien,N/A,Films,0,0,0,1,0,0
Tokyo Revengers: Season 1,Tokyo Revengers,Tokyo Revengers: Season 1,TV,0,0,1,0,0,0
Tom and Jerry,Tom and Jerry,N/A,Films,0,0,1,0,0,0
